post_id,text,created_at,finbertptbr_prediction,gpt_prediction,real_sentiment
1821657638825816109,mercado intraday: ibovespa volta aos 128 mil pontos com bom humor nos eua,2024-08-08T18:20:00.000000Z,POSITIVE,POSITIVE,POSITIVE
1821664100419579942,"a b3 lançou o ibovespa b3 br+: novo índice vai juntar ações listadas no brasil a bdrs de companhias brasileiras negociados no exterior. o minutob3 mostra que o novo produto viabiliza novas estratégias de investimento.
pratodosverem⁠ ⁠pracegover⁠ um vídeo, com apresentação da isabela, uma mulher branca, de olhos e cabelos castanhos escuros.
ibovespab3br+",2024-08-08T18:45:41.000000Z,POSITIVE,POSITIVE,NEUTRAL
1821669361175949829,"o dólar caiu pelo terceiro dia consecutivo e encerrou o dia cotado a r$ 5,57. o ibovespa teve um aumento de 0,90%.
por que esse tipo de notícia não ocupa o mesmo espaço e não é comentada com a mesma paixão que a alta do dólar?",2024-08-08T19:06:35.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1821683467567931716,"a b3 lançará o ibovespa b3 br+, um novo índice que combinará bdrs de empresas brasileiras com as ações da carteira do ibovespa.
com 90 empresas, a composição inicial inclui bdrs de nubank, xp, stone, pagseguro e inter.
a on da vale terá maior peso, seguida por nubank.
a metodologia do índice exige que os bdrs tenham presença consistente em pregão e representem 85% do índice de negociabilidade.
disponível a partir de 12 de agosto, a carteira será revisada três vezes ao ano.",2024-08-08T20:02:38.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1821684973943881753,ibovespa fecha na máxima em três semanas com aval externo e resultados da embraer,2024-08-08T20:08:37.000000Z,POSITIVE,POSITIVE,POSITIVE
1821685320775053631,ibovespa hoje: índice fecha em alta após dado aliviar medo de recessão nos eua,2024-08-08T20:10:00.000000Z,POSITIVE,POSITIVE,POSITIVE
1821689342756020682,"fechamento de 08/08: ibovespa subiu 0,90% a 128.660,88 pts",2024-08-08T20:25:59.000000Z,POSITIVE,POSITIVE,POSITIVE
1821704473472794659,"sim, a ponderação é por tamanho de mercado e volume de negociação. a mesma metodologia do ibovespa atual.",2024-08-08T21:26:06.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1821723820178227288,ibovespa b3 br+: novo índice vai juntar ações listadas no brasil a bdrs ...,2024-08-08T22:42:59.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1821723907717534030,"pra quem dizia que ia a r$ 6,00, r$ 6,20, dólar a r$ 5,54 me parece bem longe… nem a margem de erro do ibov aceita tanto",2024-08-08T22:43:20.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1821760953693700353,petruca amanha vai lenhar o ibov !!!,2024-08-09T01:10:32.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1821876340582195249,ibovespa futuro em alta e ipca no radar dos investidores,2024-08-09T08:49:03.000000Z,POSITIVE,POSITIVE,POSITIVE
1821880628758851845,ibovespa atinge máxima de 3 semanas com embraer disparando 10%! confira os destaques da bolsa!,2024-08-09T09:06:05.000000Z,POSITIVE,POSITIVE,POSITIVE
1821891681576235046,ibovespa futuro cai atento aos números da inflação e ao presidente do bc nesta manhã,2024-08-09T09:50:00.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1821897244192252394,"nova abertura com super alta ""100%"" das ações subindo novamente.
ibovespa +0,72% super rally de alta desde segunda-feira no ""pânico do mercado"", chegou na resistência de 129500 próximo alvo se não corrigir 130k.
petr4 acordou caindo forte -2,44%",2024-08-09T10:12:06.000000Z,NEGATIVE,NEUTRAL,POSITIVE
1821899746057056732,"ibovespa hoje
ibovespa avança aos 129,5 mil pontos, dólar comercial recua a r$ 5,50 e juros futuros avançam;
 ações de petrobras (petr4) recuam 2% após prejuízo no 2t24. grandes bancos e vale (vale3) avançam;",2024-08-09T10:22:03.000000Z,NEGATIVE,POSITIVE,POSITIVE
1821899912386421094,ibovespa (ibov) atinge os 129 mil pontos (e tenta se sustentar): 5 coisas para saber antes de investir hoje (9),2024-08-09T10:22:43.000000Z,POSITIVE,POSITIVE,POSITIVE
1821910007836782853,"ações com boas possibilidades de confirmarem rompimentos de fundos hj, no semanal. by  (teste grátis)
bovespa ibov analisetecnica  $abve",2024-08-09T11:02:49.000000Z,NEGATIVE,POSITIVE,NEUTRAL
1821917298145267845,"ações da petrobras operam em queda de 2%. ibovespa sobre agora 0,44%, enquanto dólar cai, sendo cotado a r$ 5,52. malu filgueiras, repórter do , fala sobre o assunto.
 assista ao conexãoglobonews:",2024-08-09T11:31:48.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1821923004210651509,vocês tem noção que o ibov está subindo sem parar ha 5 dias???????????,2024-08-09T11:54:28.000000Z,NEGATIVE,POSITIVE,POSITIVE
1821925196980511072,resultado dos bancos e outras empresas do ibov tão dando aquela ajudada,2024-08-09T12:03:11.000000Z,NEUTRAL,POSITIVE,POSITIVE
1821933336563986721,ibov testando zona de resistência e olha que petro e vale nem começaram a andar ainda. vai acontecer....,2024-08-09T12:35:31.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1821965685888884858,posso morder a língua no futuro mas acredito que essa fala do rcn vai marcar topo no ibovespa,2024-08-09T14:44:04.000000Z,NEUTRAL,NEUTRAL,NEGATIVE
1821990442839494659,"ué nasdaq vai a 25k e ibov a 150k 
bitcoin eu tb acho que vai explodir… mas isso aí é uma alternativa",2024-08-09T16:22:27.000000Z,NEGATIVE,NEUTRAL,POSITIVE
1821995962119897489,"segurem a emoção pessoal 
é depois da recessão deflacionária que teremos o maior ciclo de commodities da história 
guarde capital, não arrisque tanto nesses próximos meses; não faça alavancagem suja(futuros + vender opções)
ibovespa 20x em dólar está logo a frente….
mas você não pode sair do game
lembrem-se que eu antecipo uma explosão absurda nos mercados nos próximos meses(nasdaq 25k e ibov 150k, bitcoin explode tb), mas logo em seguida teremos um crash de pelo menos 50%….",2024-08-09T16:44:23.000000Z,NEGATIVE,POSITIVE,POSITIVE
1822001800079143192,vc sabe e bosta nenhuma lembro do dia que vc disse amanhã o ibov inicia a puxada até 150mil pontos de lá p cá o trem só afundou,2024-08-09T17:07:34.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1822005724219674968,mcclellan summation do ibov avançou. abaixo da média.,2024-08-09T17:23:10.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1822008711696502905,"dólar cai 3,4% na semana e fecha próximo de r$ 5,50; ibovespa sobe ao melhor patamar desde fevereiro cnnbrasil | notícias da",2024-08-09T17:35:02.000000Z,NEGATIVE,POSITIVE,POSITIVE
1822009501954044268,"quem vendeu ibov na abertura de 2af. ?
hoje...resvala nos 131.000",2024-08-09T17:38:11.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1822012476830986390,ibovespa hoje: índice fecha no maior nível desde fevereiro com bancos em alta,2024-08-09T17:50:00.000000Z,POSITIVE,POSITIVE,POSITIVE
1822018279231385684,"um peido de esperança….. 
bolsa barata e totalmente de fácil manipulação para que alguns ganhem dinheiro, nada de novo.
uma empresa da sp500 compra o ibov todo.",2024-08-09T18:13:03.000000Z,NEUTRAL,NEGATIVE,NEGATIVE
1822020221739397590,ibovespa hoje  - que saudade que o investidor estava de um ibovespa ...,2024-08-09T18:20:47.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822020985719238863,"acompanhamento da tal aposta:
preço inicial ibov 122637
preço mais recente ibovespa 130615
preço inicial btc/brl 324880
preço mais recente btc/brl 330736
valor inicial minha carteira passiva 2917.08
valor mais recente minha carteira 3010.03
alguem mais se comparando?
siga-me",2024-08-09T18:23:49.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822021565397266895,e o ibov charlão? vem merda por aí,2024-08-09T18:26:07.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1822021678559367548,"o ibovespa (ibov) manteve o ritmo de alta e encerrou a sexta-feira (9) com uma valorização de 1,52%, alcançando 130.614,59 pontos. o movimento marca o quarto dia consecutivo de ganhos para o principalíndice da bolsa brasileira, refletindo a recuperação",2024-08-09T18:26:34.000000Z,POSITIVE,POSITIVE,POSITIVE
1822022946669338729,"mercado financeiro dólar, ibovespa e bolsas:",2024-08-09T18:31:36.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822027632931745920,"calma vc contrata um acessor pra que então se não é recomendar ações?
(o no final 90% perder para ibov e 95% cdi? rsrsrs zoeira com fundos de verdade)",2024-08-09T18:50:13.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1822036406426071056,"com falas de galípolo e ipca, dólar recua a r$ 5,51; ibovespa fecha em alta",2024-08-09T19:25:05.000000Z,NEGATIVE,POSITIVE,POSITIVE
1822047753611931954,ambividia vai desdobrar 1:10 e vai entrar ibov ….,2024-08-09T20:10:11.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822060439590859196,"nessa semana os bancos dominaram, e foram o catalisador da alta do nosso mercado.
ibovespa andou sem petr4 e vale3  que se mantiveram em movimento de alta mas mais comedido.
será que na semana que vem elas brilham?",2024-08-09T21:00:35.000000Z,POSITIVE,POSITIVE,POSITIVE
1822064889718083825,ibov é invencível,2024-08-09T21:18:16.000000Z,NEUTRAL,POSITIVE,POSITIVE
1822077213925142860,"ibovespa sobe descolada de ny, que perdeu o fôlego após rali da véspera",2024-08-09T22:07:15.000000Z,NEGATIVE,NEUTRAL,POSITIVE
1822080629233573988,"com falas de galípolo e ipca, dólar recua a r$ 5,51; ibovespa fecha em alta",2024-08-09T22:20:49.000000Z,NEGATIVE,POSITIVE,POSITIVE
1822084145276654059,"dólar cai 3,4% na semana e fecha próximo de r$ 5,50; ibovespa sobe ao melhor patamar desde fevereiro",2024-08-09T22:34:47.000000Z,NEGATIVE,POSITIVE,POSITIVE
1822085283132649490,"vc falava que ibov daria 180 mil com bolsonaro.
hahahahahahah",2024-08-09T22:39:18.000000Z,NEUTRAL,NEGATIVE,NEGATIVE
1822088740992434364,estamos falando de ibovespa em dólar. ewz.,2024-08-09T22:53:03.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822269235319476418,"o carrytrade dessa posição brljpy ( + 8,94% ) e aplicado em ibov ( + 6,10% ), obteve um retorno semanal de ( + 15,04% ).  /end",2024-08-10T10:50:16.000000Z,POSITIVE,POSITIVE,POSITIVE
1822328332253307321,"começo da semana: 
crise no japão, recessão global, volatilidade nas alturas e narrativas pessimistas
final da semana:
ibovespa na máxima, dólar em queda, inflação controlada e juros em queda.
menos foco em notícias, mais foco no seu plano de investimentos e diversificação.",2024-08-10T14:45:06.000000Z,NEGATIVE,POSITIVE,POSITIVE
1822353239666233638,galípolo surpreende o mercado e fala sobre possibilidade de subir os juros; o que esperar do ibovespa (ibov),2024-08-10T16:24:04.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822374297190465619,"se eu não me engano, em 2019 o fed cortou próximo ao final de junho e em 2007 próximo a setembro. o pico do ibov foi 5 meses depois em 2019/2020 e 7 meses depois em 2007/8",2024-08-10T17:47:45.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1822379870543806828,"resposta óbvia: assim que entrarem no ibovespa, todos os etfs, fundos passivos e ate os ibovespa ativos. e pode apostar; eles contarão com uma visão bem mais positiva pelo sell side!!",2024-08-10T18:09:53.000000Z,POSITIVE,POSITIVE,POSITIVE
1822404859229766041,"ibovespa sobe 3,8% e 10 ações para o curto prazo  via",2024-08-10T19:49:11.000000Z,POSITIVE,POSITIVE,POSITIVE
1822463393845920160,"“bolsa pode subir com a expectativa de queda de juros nos eua”, diz ceo da asset da warren",2024-08-10T23:41:47.000000Z,NEGATIVE,POSITIVE,POSITIVE
1822643531896266853,"mano, vc é muito tosco!
ibovespa
29/12/2022: 109.735 ptos
09/08/2024: 130.614
+ 19%.
é mais ainda, né?",2024-08-11T11:37:35.000000Z,NEGATIVE,POSITIVE,NEUTRAL
1822666246086647874,"retorno anual do ibov considerando o 2º ano de mandato dos presidentes do brasil.
se você analisa o retorno do ibov, sem ajustar pelo ipca (imagem 1)
você conhece apenas metade da história. (imagem 2)",2024-08-11T13:07:51.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822668489196294373,"então este post que vc tá falando foi referente o ibov. 25/07
valeu",2024-08-11T13:16:46.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822683497686847975,"""já o ibovespa, segundo estrategistas do banco americano j.p. morgan, chegou ao fundo do poço, e daqui para a frente o único caminho possível parece ser uma recuperação."" leia a coluna de carlo cauti () na revista oeste",2024-08-11T14:16:24.000000Z,NEUTRAL,POSITIVE,POSITIVE
1822729297695572349,ibovespa em alta e dólar em baixa? o que a análise técnica aponta para semana,2024-08-11T17:18:23.000000Z,NEGATIVE,POSITIVE,NEUTRAL
1822745274348880035,"kkkk cara você está antecipando um crash 
crash em bitcoin, nasdaq, ibovespa 
se o ibovespa romper topo histórico você errará de novo, de novo",2024-08-11T18:21:53.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1822756019715645587,ibovespa em alta e dólar em baixa? o que a análise técnica aponta para semana,2024-08-11T19:04:34.000000Z,NEGATIVE,POSITIVE,NEUTRAL
1822758689956077811,"a ""reserva de valor"" vai tomar mais pau do cansado ibovespa e do real kkk",2024-08-11T19:15:11.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1822805679205228681,"fakevews ! o ibov explodiu sexta passada mesmo com essa notícia  semanal fechou com muita força compradora, possivelmente este ano esse candle vai ser difícil ser stopado",2024-08-11T22:21:54.000000Z,NEGATIVE,POSITIVE,POSITIVE
1822845635118141608,saldo dos investidores em ibovespa futuro para 09 de agosto de 2024,2024-08-12T01:00:40.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822848712470634744,"reforço a confiança do time de pesquisa e projeções da anova de que o ibovespa já está em um ciclo de alta, marcando o início de um bull market.",2024-08-12T01:12:54.000000Z,POSITIVE,POSITIVE,POSITIVE
1822868692855599461,saldo dos investidores em ibovespa futuro para 09 de agosto de 2024.,2024-08-12T02:32:18.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822945811665215857,"lembro da globocabo, por volta do ano 2000, saiu de 0.4 para 5,6. entrou para o ibov com % alto.",2024-08-12T07:38:44.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1822957981706674505,inflação nos eua e fim da temporada de balanços colocam à prova o retorno do ibovespa aos 130 mil pontos,2024-08-12T08:27:06.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1822960624973889943,"estrangeiro firme na compra.
após ter fechado o primeiro mês positivo no ano em julho, gringo segue sendo o destaque na compra em agosto.
fluxo de entrada pequeno, mas que ajuda o ibov a andar.
investidor pf segue sendo o grande comprador de bolsa no ano e em 12 meses.",2024-08-12T08:37:36.000000Z,POSITIVE,POSITIVE,POSITIVE
1822973857809985550,ibovespa futuro cai atento às apostas do mercado para a economia brasileira e ao relatório mensal da opep,2024-08-12T09:30:11.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822975859046690857,"esquenta dos mercados 
bom dia!
a mão que afaga é a mesma que apedreja, escreveu augusto dos anjos em 1912. ele provavelmente não imaginava ser citado no contexto dos mercados financeiros, mas a licença poética cabe hoje.
o ibovespa teve um início de …",2024-08-12T09:38:08.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822978615346073692,"sim, nosso mercado só cai ou sobe se os bancos se movimentarem. 
ibov é ""cópia"" do movimento do ifnc",2024-08-12T09:49:05.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1822980710694584798,"bolsas da europa operam com leve viés de alta, em semana de dados de inflação dos eua e reino unido",2024-08-12T09:57:25.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1822982048551743654,"ibovespa abre em alta de 0,02% a 130.637 pts",2024-08-12T10:02:44.000000Z,POSITIVE,POSITIVE,POSITIVE
1822983336534343890,"bolsas da ásia fecham sem direção definida, com feriado no japão",2024-08-12T10:07:51.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1822990463910940829,"o que seria um “cenário certo”, então? porque, quando o ibovespa estava nos 120k, vcs estavam vendendo o caos, como sempre. igual segunda passada. cenário certo é entrar no mercado na compra qdo ele estiver no topo histórico? é possível rentabilizar assim?",2024-08-12T10:36:10.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1822992124859519273,"o ibovespa avança nesta segunda-feira, em linha com as bolsas globais, em uma semana repleta de indicadores econômicos ao redor do mundo.
leia mais:",2024-08-12T10:42:46.000000Z,POSITIVE,POSITIVE,POSITIVE
1822996361786105898,"tenho esperança do ibov renovar máximas, mas gostaria que ele fizesse isso antes dos micos.",2024-08-12T10:59:36.000000Z,NEUTRAL,POSITIVE,POSITIVE
1823001497187000631,"ibovespa hoje sobe de olho no boletim focus, no presidente do bc e em relatório mensal do petróleo; veja 4 destaques desta segunda-feira",2024-08-12T11:20:01.000000Z,POSITIVE,POSITIVE,POSITIVE
1823001532264022206,"ibovespa subir mais 3% bate máxima histórica
vai ?",2024-08-12T11:20:09.000000Z,POSITIVE,POSITIVE,NEUTRAL
1823003256148075007,"12/08
11:00 horas
dolar derretendo: r$ 5,48
ibovespa passando dos 131.000 pontos
ações da petrobras subindo 2,74%
os analistas piram kkkkkkkkkkkkkkkkkkkkkkkkkk",2024-08-12T11:27:00.000000Z,NEGATIVE,POSITIVE,POSITIVE
1823003450059198612,ibov acaba de atingir o alvo da bandeira.,2024-08-12T11:27:46.000000Z,NEGATIVE,POSITIVE,POSITIVE
1823019472346583134,ibovespa dá continuidade a ganho passado com ny e alívio nos juros futuros,2024-08-12T12:31:26.000000Z,POSITIVE,POSITIVE,POSITIVE
1823020205456433193,o tempo fechou: ações da azul caem mais de 10% e lideram perdas do ibovespa após balanço. comprar ou vender azul4?,2024-08-12T12:34:21.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1823048063109202002,ibovespa ao vivo: bolsa sobe e retoma os 131 mil pontos; bhia3 dispara e petr4 sobe  via,2024-08-12T14:25:03.000000Z,POSITIVE,POSITIVE,POSITIVE
1823063420431700205,"você já ouviu falar do b3 br+?
hoje foi lançando o índice b3br+, que é uma versão do ibovespa com o acréscimos dos bdrs que negociam na b3 de empresas consideradas brasileiras.
o índice conta com os papéis do ibov, acrescido de 5 bdrs: inbr32, roxo34, pags34, stoc31 e xpbr31",2024-08-12T15:26:04.000000Z,POSITIVE,POSITIVE,NEUTRAL
1823084539997995191,ibovespa hoje: índice sobe acima de 131 mil pontos com petrobras (petr3) na dianteira,2024-08-12T16:50:00.000000Z,POSITIVE,POSITIVE,POSITIVE
1823087281139245445,ibovespa hoje: índice sobe acima de 131 mil pontos com petrobras (petr3) na dianteira,2024-08-12T17:00:53.000000Z,POSITIVE,POSITIVE,POSITIVE
1823091346695192630,"dia 49 / 728
ibovespa rainha, o resto nadinha",2024-08-12T17:17:03.000000Z,NEUTRAL,NEUTRAL,POSITIVE
1823096158350451042,"ibovespa fecha com 5ª alta seguida no maior nível desde fevereiro, com petr4 e bancos  via",2024-08-12T17:36:10.000000Z,POSITIVE,POSITIVE,POSITIVE
1823097148377858181,"alta do petróleo faz ibovespa subir 0,38% e bater 131 mil pontos; dólar cai 0,34% e fecha abaixo de r$ 5,50",2024-08-12T17:40:06.000000Z,NEGATIVE,POSITIVE,POSITIVE
1823104567648592341,"boa noite, toro - fechamento de mercado em 12/08/2024:
o ibovespa fechou o dia a 131.115 pontos, com uma variação de +0,38%.
confira na imagem os dados do pregão na bolsa de valores brasileira e também do mercado internacional.
boa noite e até amanhã!",2024-08-12T18:09:35.000000Z,POSITIVE,POSITIVE,POSITIVE
1823105010290348247,"pqp; nosso ibov deve estar rodando +- usd900 bi; os caras são fora da curva, kk",2024-08-12T18:11:20.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1823116213599244553,"quem investe por via ideológica sempre termina levando ferro hein kk  o período mais lucrativo da historia do ibovespa foi com o lula no poder, só n foi ainda melhor por causa da crise de 2008.",2024-08-12T18:55:51.000000Z,NEUTRAL,NEUTRAL,POSITIVE
1823121780887744954,"dólar fecha abaixo de r$ 5,50 pela primeira vez em quase um mês; ibovespa sobe",2024-08-12T19:17:59.000000Z,NEGATIVE,POSITIVE,POSITIVE
1823124811670749205,resumo do dia: petróleo e bancos levam ibovespa à 5ª alta sequencial,2024-08-12T19:30:01.000000Z,NEGATIVE,POSITIVE,POSITIVE
1823276348695101690,saldo dos investidores em ibovespa futuro para 12 de agosto de 2024.,2024-08-13T05:32:11.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1823327950072103229,ibovespa hoje - 13 de agosto de 2024,2024-08-13T08:57:13.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1823329964311146945,"um pouco atrasado, mas segue a performance com o fechamento de julho.
91 meses e seguindo dentro do objetivo de bater o ibovespa com menor volatilidade.",2024-08-13T09:05:13.000000Z,POSITIVE,POSITIVE,POSITIVE
1823333613225525396,"ibovespa futuro opera em alta; itaúsa tem lucro de 3,64 bilhões",2024-08-13T09:19:43.000000Z,POSITIVE,POSITIVE,POSITIVE
1823344289696321968,"ibovespa abre em alta de 0,02% a 131.138 pts",2024-08-13T10:02:09.000000Z,POSITIVE,POSITIVE,POSITIVE
1823346069016641769,"brasil | câmbio
mercado ontem (12) manteve o otimismo, após falas de galípolo sobre possíveis altas na selic, e dólar permaneceu próximo dos r$5,50. ibovespa tocou maior nível desde fevereiro em meio a alta do petróleo, que ajudou a petrobrás.",2024-08-13T10:09:13.000000Z,POSITIVE,POSITIVE,POSITIVE
1823351526745682154,"ibovespa inicia com alta impulsionado por ganhos dos ativos
no pregão desta terça-feira (13), o ibovespa abriu mais uma vez com alta, impulsionado pelo bom desempenho de seus ativos.
saiba mais em",2024-08-13T10:30:54.000000Z,POSITIVE,POSITIVE,POSITIVE
1823365297719464325,"ibovespa: pesquisa revela gestores pessimistas apesar de selic menor, pib forte",2024-08-13T11:25:38.000000Z,NEGATIVE,NEUTRAL,NEGATIVE
1823367105900613767,o ibovespa ta te assombrando até no twitter,2024-08-13T11:32:49.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1823380666030903610,"ricardo, o ibov sobe ha 7 dias sem parar. a quem interessa essa alta descompensada? é preciso investigar quem ganha com isso.",2024-08-13T12:26:42.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1823381278541983857,ibov está no maior nível desde o início de janeiro.,2024-08-13T12:29:08.000000Z,POSITIVE,POSITIVE,POSITIVE
1823402935486750797,e esse cup handle no ibov pode jogar bem alto essa galinha hein?,2024-08-13T13:55:11.000000Z,NEGATIVE,POSITIVE,POSITIVE
1823410510953361722,"é impressionante. agr que o ibovespa está quase batendo o topo histórico, não tou vendo ninguém reclamar do fiscal. por que o índice está subindo, queridos analistas vendedores do caos? resgatem meus tweets antigos, qdo o mercado estava nos 120k, eu estava otimista, e continuo.",2024-08-13T14:25:17.000000Z,NEGATIVE,POSITIVE,POSITIVE
1823410919356997990,"ibovespa renova máxima intradiária; sobe 0,95%, aos 132.366 pts",2024-08-13T14:26:55.000000Z,POSITIVE,POSITIVE,POSITIVE
1823424283281891808,no ibovespa 14 ativos apresentam ifr maior do que 80 neste momento,2024-08-13T15:20:01.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1823430182654410915,"ibovespa em dólares com a melhor performance entre os índices globais em agosto. o brasil  está sendo beneficiado pela volta de fluxos estrangeiros e por estar “barato” já há bastante tempo. 
a temporada de resultados também mostrando sinais construtivos.",2024-08-13T15:43:27.000000Z,POSITIVE,POSITIVE,POSITIVE
1823439548233212276,"e o black monday, pessoal? kkkk. venderam os mercados no fundo de um pullback normal, após uma alta absurda. “o cenário eh incerto”, ficará claro quando a nasdaq estiver nos 23k, sp500 6500, ibovespa 150k… ali eu irei finalizar minhas operações.",2024-08-13T16:20:40.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1823455260754756030,"ibovespa se aproximando da máxima histórica e dólar em franca queda.
o que houve de um mês para cá? nada, só especulação com poucos ganhando muito.",2024-08-13T17:23:06.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1823463606836715840,"acompanhamento:
preço inicial ibov 122637
preço atual ibovespa 132398
preço inicial btc/brl 324880
preço atual btc/brl 330843
valor inicial minha carteira passiva 2917.08
valor atual minha carteira 3011.03
ate o momento:
ouro: ibov
prata: carteira passiva
bronze: btc
alguem+?",2024-08-13T17:56:16.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1823472979205833053,"após 8 meses, ibovespa volta aos 132 mil pontos. até onde vai o apetite a risco? bolsa fecha a sexta alta consecutiva, acompanhando o bom humor do mercado americano, queda de juros e pespectiva de uma inflação controlada. temporada de balanços também ajuda índice a subir.",2024-08-13T18:33:31.000000Z,POSITIVE,POSITIVE,POSITIVE
1823474344900608220,"+++ibovespa encerra sessão em alta de 0,98% em 132.397,97 pontos.",2024-08-13T18:38:56.000000Z,POSITIVE,POSITIVE,POSITIVE
1823481612551774545,ibovespa: veja os 8 destaques de hoje; itaú sobe quase 3%,2024-08-13T19:07:49.000000Z,POSITIVE,POSITIVE,POSITIVE
1823488411988107758,continua comprado em dólar e vendido no ibov?,2024-08-13T19:34:50.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1823499796729999628,"bancos (ifnc) é  o catalizador da alta do nosso mercado. ibovespa é o espelho do movimento deste índice.
ifnc hoje +2,02% em super rally devolveu toda queda de 2024 em 7 pregões. 
amanhã expectativa de renovar máxima histórica e quem sabe realização de lucros para marcar topo.",2024-08-13T20:20:05.000000Z,NEGATIVE,POSITIVE,POSITIVE
1823504134940537158,"fechamento invest ""agosto"" (13/08/24).
índice tem 6ª alta seguida e fecha no maior nível desde janeiro
movimento ocorreu mesmo com a queda das ações da petrobras (petr3;petr4) e vale (vale3).
o ibovespa hoje fechou em alta pela sexta sessão consecutiva.",2024-08-13T20:37:19.000000Z,POSITIVE,POSITIVE,POSITIVE
1823507554497958138,tô curioso com a posição do sonar pra dezembro no ibov,2024-08-13T20:50:54.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1823509350691852340,"quase dobrou o lucro líquido. 
mais um banco se dando bem nessa temporada de balanços. 
amanhã o ibov ?",2024-08-13T20:58:03.000000Z,POSITIVE,POSITIVE,POSITIVE
1823509930390753488,"observando a rentabilidade acumulada nos últimos 10 anos dos índices das principais classes de ativos financeiros no brasil, chama a atenção a rentabilidade do ibov e a do cdi: ambas renderam praticamente a mesma coisa (142% x 140%), até na legenda ficaram sobrepostas.",2024-08-13T21:00:21.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1823548636380479667,"o macd dos pontos do ibovespa, em alta, rompeu hoje sua linha de aviso e com isso o farol da alpha voltou para o verde, mas os volumes estão congestionados, indicando que os investidores estão aguardando o cpi americano, que sairá nesta quarta-feira",2024-08-13T23:34:09.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1823646741884789227,saldo dos investidores em ibovespa futuro para 13 de agosto de 2024.,2024-08-14T06:03:59.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1823672816430133647,"falta apenas 1.50% para o ibov renovar máxima histórica.
e diferente dos outros ath, essa puxada recente está sendo sem ajuda das ações de commodities.
mercado tem subido em sincronia, sem ajuda das grandes.
petr4: falta 10% para renovar máxima histórica.
vale3: falta 49%.",2024-08-14T07:47:36.000000Z,NEGATIVE,POSITIVE,POSITIVE
1823684577535156229,"o comprador tem nome.
estrangeiro segue na linha de frente e sendo o grande financiador dessa alta do ibov.
até o momento, comprou em 7 dos 8 pregões no mês.
desde meados de junho segue nessa pegada, o saldo é comprador desde lá.
institucional e pf são vendedores no mês.",2024-08-14T08:34:20.000000Z,POSITIVE,POSITIVE,POSITIVE
1823691190769791279,ibovespa hoje - 14 de agosto de 2024,2024-08-14T09:00:37.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
