tweet,source,human_sentiment,has_human_label,date,stock,known_pumper,price_region,inflection_point,tweet_volume,hour,dayofweek,is_weekend,is_market_hours,fb_polarity,fb_label
"se vc tá comprando agora, eu compro no ibov 120k.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 15:38:56+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,neutral
por enquanto vai dando bingo duplo hein kkkk no win e no ibov kkk,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 15:39:50+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,neutral
"periga ibovespa fechar no positivo e câmbio valorizando. por quê? porque brasil é uma bolsa de brasileiros, não é crowdeada, então é menos sensível a esse tipo de pânico, por outro lado, é mais sensível a fenômenos domésticos como falas do presidente.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 15:44:14+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.5727,positive
caos na bolsa do japão provoca risco para o ibovespa e investimento estrangeiro,analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 15:46:10+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.6044,positive
"o encerramento da semana passada, marcou também o encerramento do mês de julho, aonde o ibovespa teve uma valorização mensal de +3,02%, esse resultado mensal foi o melhor resultado do índice acionário no ano de 2024.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 16:13:26+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.7335,positive
as carteiras que superaram o ibov em julho – e as que perderam para o índice,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 16:24:24+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.7241,positive
pelo que anunciaram ontem a noite achei que a terceira guerra mundial ia começar e o b3 ia implodir…. que apocalipse foi esse q ibov caiu só 1%,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 16:26:02+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.6148,positive
"ibovespa ao vivo: bolsa cai em dia de baixa generalizada; bbdc4 avança 5% 
 via",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 16:28:22+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,neutral
"me prometeram o fim do mundo, me entregaram um dia qualquer de ibov, lamentável, não se fazem mais circuit breakers como antigamente",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 17:12:35+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.806,positive
"é aquela velha frase: 
""se é ruim para o mundo, é bom para o ibov.""",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 17:25:00+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
investidor brasileiro mais tranquilo e cauteloso com as ações? ibovespa foi um dos índices que menos sentiu o caos de hoje.,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 17:26:29+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.5154,positive
"enquanto o btc foi do céu ao inferno, o ibov segue firme na luta",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 17:28:28+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.5859,positive
"q inveja, anjo?
dolar a qse 6 (sem pandemia)
ibovespa sofrendo.
maior fuga de capital estrangeiro  da historia.
divida governamental em niveis historicos.
ngm tem inveja de fracasso, rapaz, as pessoas tão é putas da cara. não precisa gostar do bolsonaro pra ver que o país não tá bem, so precisa ter olhos e uma capacidade de enxergar além do culto politico.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 17:29:11+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
"alerta com recessão nos eua derruba bolsas de todo o mundo. no brasil, ibovespa fechou em queda de 0,46% e dólar encostou em r$ 5,86. gustavo ferreira, editor-assistente do , fala sobre o assunto.
  assista ao globonewsmais:",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 17:31:20+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
"ibovespa tem queda moderada em dia de aversão a risco global
em dia de forte aversão a risco, o ibovespa encerrou em queda o pregão desta segunda-feira (5), embora afastado das mínimas do dia.
fonte: valor econômico",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 17:41:32+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.5291,positive
"dólar perde fôlego e encerra a r$ 5,74 em dia de pânico global; ibovespa recua",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 17:49:49+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.5791,positive
"dólar fecha a r$ 5,74 e renova maior patamar desde dezembro de 2021, com temores de recessão nos eua; ibovespa cai | economia | g1",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 18:07:37+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"em varios sites de ''supostos analistas'' e canais do youtube,era unanime que teriamos uma grande queda na ibovespa e com chance de circuitbreaker.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 18:14:09+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.6674,positive
ibovespa fecha em baixa e dólar dispara em dia de turbulência global -,analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 18:15:04+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"acompanhamento da tal aposta
preço inicial ibov 122637
preço mais recente ibovespa 125270
preço inicial btc/brl 324880
preço mais recente btc/brl 314744
valor inicial minha carteira passiva 2917.08
valor mais recente minha carteira 2995.94
extra-oficialmente, estou liderando",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 18:20:48+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
eu quero saber é da virada espetacular do ibov em cima do btc na tua disputa com o  ! ibov mais reserva de valor do que o btc - ao menos por hoje! para cima deles!,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 18:25:23+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.6685,positive
"deu aula tbm quando tudo valorizava, e ibov não.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 18:34:31+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
dólar sobe e ibovespa cai em dia de caos nas bolsas globais,analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 18:42:45+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.6185,positive
"e o ibov recuperar toda queda, que baguio mais safe",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 18:44:10+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"é como disseram num post do nono investidor, pra cair tem que subir antes kkkkkk mais um dia normal nessa bosta de ibov kkkk",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 18:50:21+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.815,positive
"ibovespa abriu derretendo -2,00% e fechou o dia caindo apenas -0,46% curto prazo em tendência de baixa, bancos carregaram o índice.
chegou em alvo (expectativa). é um martelo mas acho que não é compra, hoje foi só quem pegou no risco, acho que dá uma rebolada antes de definir.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 19:00:08+00:00,UNKNOWN,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.64,positive
"mercado financeiro dólar, ibovespa e bolsas:",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 19:20:41+00:00,UNKNOWN,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,neutral
"por enquanto não estamos passando por um crash indiscriminado e corrida por liquidez. por isso ibovespa não caiu. 
$spy só caiu 8% do topo recente e ainda está com ganhos de 10% no ano. isso não me parece um cenário de pânico para o fed ter reunião de emergência para cortar juros inesperadamente. seria diferente se o índice estivesse caindo mais de 20% no ano, e com vários circuit breakers consecutivos. 
está acontecendo somente um queda de múltiplos de ações que estavam absurdamente caras, e realização de lucros, outras sólidas e importantes, como reits até subiram hoje.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 19:22:07+00:00,UNKNOWN,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.4968,positive
"se você comemora queda de 3%, 5 % hoje, imagina eu com a ibov que so caiu 0,4%. um fanfarrão você, só sobraram na argentina os amigos do toto, depois que eles pegarem tudo, é adeus. argentina no salie bien.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 19:24:45+00:00,UNKNOWN,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.6098,positive
"fechamento de mercado: em sessão adversa, ibovespa reduz perdas, mas não evita queda",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 19:30:00+00:00,UNKNOWN,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.5319,positive
ibovespa hoje: ações do bradesco contêm perdas do índice em meio a caos nos mercados,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 19:50:00+00:00,UNKNOWN,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,neutral
"i’ll see you in 25 years… meanwhile…  (criptomoedas derretendo, fundo imobiliários empoeirados, ibovespa flopando)",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 19:50:39+00:00,UNKNOWN,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,neutral
"por aqui, o ibovespa chegou a recuar mais de 2% no início da sessão, mas se recuperou e encerrou o dia com queda modesta de 0,46% aos 125.270 pontos.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 19:51:36+00:00,UNKNOWN,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.717,positive
"principal índice da bolsa de são paulo, o ibovespa, fecha em queda e dólar encerra o dia cotado com o maior nível desde dezembro de 2021: r$ 5,74
 assista ao jornaldarecord ao vivo:",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 20:11:50+00:00,UNKNOWN,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.6552,positive
"erouuuuu.
ibov em dólar está no low do ciclo.
não aposte contra o brasil.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 20:46:52+00:00,UNKNOWN,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,neutral
banho de sangue no ibov no pregão de hoje.,analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 20:47:05+00:00,UNKNOWN,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,neutral
a etf que replica o índice bovespa no japão se recupera da última sessão e zera perdas subindo quase 8%,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 21:26:25+00:00,UNKNOWN,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.6627,positive
"varios fatores influenciam o mercado, a opinião aleatoria e publica de um general especialista em alta estrategia e colapso influencia tambem  o ideal é todos parecerem positivos, para a bolsa de valores não quebrar, como aconteceu no eua em 1929",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-05 22:06:26+00:00,UNKNOWN,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.6811,positive
"no brasil, o dólar se valorizou perante o real, cotado a r$ 5,74, e o ibovespa passou o dia no negativo, fechando em queda de 0,46%. 
conversou com economistas, que analisaram o cenário e seus impactos.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 22:08:20+00:00,UNKNOWN,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.5568,positive
meu amigo vc sabe muito bem que a ibovespa está indo de mal a pior.,analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-05 22:13:12+00:00,UNKNOWN,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.5685,positive
"bolsa brasileira teve uma performance mais amena e praticamente escapou do movimento das quedas globais.
o ibovespa, principal índice nacional, recuou “apenas” 0,46%, aos 125.269 pontos.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 23:26:25+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,neutral
ibov 150k,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-05 23:32:52+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,neutral
ibovespa e bolsas no mundo têm queda com “2ª feira sangrenta”,analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-06 00:03:05+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,neutral
"fizeram um drama danado e os faria limers já estava esperando a bolsa abrir para apertar o ""circuit break""...daí o ibovespa ""despencou"" 0,46%...e a fuga de dólares? o dólar ""vai passar dos r$ 6,00""...fecha o dia, dólar sobe 0,56%...pelo jeito já havíamos antecipado essa ""crise""",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 01:23:32+00:00,UNKNOWN,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5054,positive
bora ibovespa !!! sol brilhando pros comprados ??,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 06:36:59+00:00,UNKNOWN,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,neutral
saldo dos investidores em ibovespa futuro para 05 de agosto de 2024.,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 06:53:39+00:00,UNKNOWN,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,neutral
"será que o ibov deu um recado ontem, mostrando que aquilo é o findo do poço e dali não desce mais?",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 06:58:41+00:00,UNKNOWN,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,neutral
"na mesma linha: mercados voando, juros em baixa, estabilidade política e econômica em todos os países, investimentos consistentes, ia voando, ibov caindo 1%",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 07:07:18+00:00,UNKNOWN,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,neutral
"principais destaques do mercado hoje:
1. ata do copom às 8h: expectativa sobre a taxa de juros e câmbio.
2. balança comercial: dados dos eua às 9h30 e do brasil às 15h.
3. resultados do itaú: publicação à noite com forte impacto no ibovespa.
vamos ficar de olho!",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 07:15:45+00:00,UNKNOWN,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,neutral
"ontem prometeram apocalipse global
mas foi só mesmo mais um dia de ibov (caindo)",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 08:26:41+00:00,UNKNOWN,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,neutral
"brasil | câmbio
+ o real demonstrou desempenho superior ao dos pares. dólar fechou o dia de lado, em r$5,72, após ultrapassar os r$5,80 e ibovespa caiu, mas menos do que bolsas no exterior, ajudada pelo avanço do bradesco e petrobrás.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 08:36:49+00:00,UNKNOWN,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.6488,positive
"essa rede é muito boa para informações… mas as vezes isso vira um inferno, todo mundo pregando o fim do mundo, ibovespa ia cair não sei quantos, no final foi oque menos caiu.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 08:57:08+00:00,UNKNOWN,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.6341,positive
"abriu índice futuro do ibovespa ! em queda de -0,21% neste momento, aos 125.835 pontos.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-06 09:02:43+00:00,UNKNOWN,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,neutral
faz um swap btc x ibov....hedge psicologico.,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 09:45:19+00:00,UNKNOWN,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,neutral
"dji pós abertura nos  
se romper, ibov vai junto na , agora, se voltar, segurem-se crianças que o índice vai descer de tobogã.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 11:11:23+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.7471,positive
ibovespa tem alta tímida; magazine luiza recua 4%,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 11:37:53+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,neutral
"analisamos o mercado acionário brasileiro e global: ibovespa, s&amp;p500, nasdaq100 e... diversificação e monitoramento são essenciais para os investidores. leia nosso artigo para estratégias e perspectivas:",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 12:01:42+00:00,UNKNOWN,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,neutral
"dólar opera em baixa após ata do copom sinalizar que juros podem subir
já o ibovespa iniciou o dia em leve alta, em sinal de recuperação após o pânico nos mercados acionários na sessão anterior
leia:",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 12:11:09+00:00,UNKNOWN,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.571,positive
"++(ibov): vamos (vamo3) tem alta de 92,7% do lucro ajustado no segundo trimestre, a r$ 205,5 mi
++resultado foi impulsionado pelo desempenho do segmento de locação
++ montante 92,7% superior ao reportado no mesmo intervalo de 2023, reflete a evolução na locação",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 12:27:54+00:00,UNKNOWN,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.5597,positive
ibovespa sobe na abertura após ata do banco central,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 12:45:11+00:00,UNKNOWN,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,neutral
"ibovespa opera na máxima intradiária; sobe 0,51%, aos 125.907 pts",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 13:05:44+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,neutral
ibovespa segue com ganhos em dia de ata do copom; dólar cai mais 1%,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 13:12:27+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,neutral
ibovespa hoje: índice sustenta alta após ata do copom; veja o que impacta o mercado,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 13:30:00+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,neutral
"120 dias, 2% de taxa de adm + 20% do que exceder ibov de taxa de performance.
fias de fato podem performar mal, uma vez que é rv, mas na minha opinião um fundo desses, mesmo que performe mal, com essas características precisa performar muito acima do ibov para se pagar. no final de 2022 parece que o time perdeu a mão e descolou-se pra baixo do ibov, como mostra o gráfico aqui.
eu mesmo havia investido um pouco nele quando estava voando, mas na hora que fica muito tempo abaixo do índice de referência e ainda com tempo tão alto para resgate, a helô me perdeu.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 13:30:41+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,neutral
"eu acredito! projeção gráfica indica queda do mercado financeiro btc, nasdaq e ibov. nikkei 225 já ta na merda. tentaram uma justificativa tentando matar o trump, não deu certo. sobrou maduro, olimpiadas e escalonamento da guerra.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-06 14:01:09+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,neutral
"panorama intraday.
fim do mundo novamente adiado, ibov firme.
bbdc4: gringo raspando.
vale3: mola comprida.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 15:59:31+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,neutral
"o ibovespa segurou muito bem neste sell off dos últimos dias.
fato é que em dólar, o ibovespa está apanhando mais do que cachorro de mendigo. -20% no ano.
quanto mais o real se desvaloriza, mas isto fica atrativo para os olhos dos estrangeiros.
é só o lula continuar com a boca fechada e não dar m&rd$ lá fora, que o ibovespa testa os 130k novamente.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 16:43:32+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.6104,positive
esse é o meu ibov!!!!!!,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 17:08:32+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,neutral
"ibovespa - e o ibovespa confirmou o martelo deixado ontem nesta região de suporte, caracterizando uma falha de fundo e indicando retomada da tendência altista. 
abriu o caminho para voltar ao topo do fibo na região dos 129.500. 
desconfigura essa retomada da tendência de alta apenas se perder a mínima do martelo (região dos 123.000 pontos).",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 17:19:44+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.5063,positive
vc so aposta em ibov se vc tem problemas mentais ou continua dormindo dentro da bacia de meleca da matrix.,analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-06 17:34:31+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.6302,positive
ibovespa sobe apoiado por ações de bancos em meio à recuperação das bolsas de ny,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 17:36:52+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.6274,positive
"dólar cai 1,44% e fecha cotado a r$ 5,65, ibovespa sobe em dia de ajustes após queda global das bolsas na véspera, o principal índice da b3 foi impulsionado por bancos.
o dólar encerrou terça-feira em queda de 1,44%, cotado a r$ 5,6588, refletindo menor estresse nos mercados e a ata do copom indicando possível alta da selic.
já o ibovespa subiu 0,86%, a 126.345,63 pontos, com destaque para bradesco e itaú.
volume financeiro: r$ 20,3 bilhões.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 18:18:33+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,neutral
"ibovespa recupera perdas e sobe com bancos, vale e petrobras; vamos desaba,ibovespa recupera perdas e sobe com bancos, vale e petrobras; vamos desaba  via ,infomoney",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 18:34:57+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,neutral
"ibovespa fecha acima de 126 mil pontos e dólar cai para r$ 5,65, um dia após nervosismo nos mercados globais,ibovespa fecha acima de 126 mil pontos e dólar cai para r$ 5,65, um dia após nervosismo nos mercados globais",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 18:45:20+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,neutral
"afterhours | o ibovespa subiu 0,80% aos 126.966 pontos, nesta terça-feira (6), acompanhando a recuperação dos mercados globais depois da onda vendedora de segunda-feira que derrubou as bolsas.
leia mais:",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 18:46:59+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,neutral
"índice de referência do mercado acionário brasileiro, o ibovespa subiu 0,8%, a 126.266,7 pontos, tendo marcado 126.966,28 pontos na máxima e 125.261,37 pontos na mínima do dia. o volume financeiro somou 22,58 bilhões de reais.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 19:25:47+00:00,UNKNOWN,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,neutral
"acho que analise o ibovespa é inútil hoje. amanhã ele vai para onde itub4 vai.
apesar disso ibovespa hoje fechou +0,80% realizando pullback, se perder a mínima de hoje amanhã aciona single para retomar a queda. encerra a tendência de baixa se amanhã fechar na região de 127700",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 20:28:34+00:00,UNKNOWN,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.6094,positive
"ibovespa se recupera após dia de pânico nos mercados; dólar cai 1,5%",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 20:34:30+00:00,UNKNOWN,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,neutral
"gordinho assim está parecendo investidor de ibov, acomodado...hahaha",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-06 21:26:42+00:00,UNKNOWN,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,neutral
ibovespa fecha em alta puxado por bancos e melhora externa,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 22:14:05+00:00,UNKNOWN,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,neutral
"por aqui não foi diferente, o  ibovespa tirou um primeiro dia de alta, na esteira das bolsas  americanas, e mudou o viés da curva dos pontos no curtíssimo prazo!!",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 22:49:56+00:00,UNKNOWN,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.5429,positive
"devagar o cenário está mudando para melhor, e, em breve, o ibovespa pode começar a recuperar as perdas acumuladas ao longo dos ano em curso.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-06 23:04:07+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.7212,positive
mercado respira aliviado com boj afirmando que não vai elevar juros; o que esperar do ibovespa (ibov),analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-07 08:15:26+00:00,UNKNOWN,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.737,positive
"brasil | câmbvio
+ ibovespa acompanhou o bom humor externo e encerrou o dia em alta de 0,8%, ajudado principalmente pelo itaú (expectativa otimista com balanço) e bradesco. queda forte do iene japonês pode ajudar na recuperação do real e na queda do dólar.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-07 08:49:36+00:00,UNKNOWN,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.6091,positive
"buon giorno pessoal  
live no ar 
bora cornetar sobre mercado ibovespa dólar
ótima quarta feira por aí",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-07 08:58:48+00:00,UNKNOWN,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.7292,positive
